filepath,label,class_name
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0032.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0076.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0053.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0061.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0005.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0013.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0072.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0028.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0017.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0008.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0007.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0056.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0050.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0079.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0081.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0049.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0012.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0029.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0048.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0097.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0015.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0046.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0031.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0057.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0073.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0098.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0037.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0039.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0014.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0075.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0065.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0009.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0010.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/001.ak47/001_0055.jpg,0,001.ak47
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0085.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0062.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0056.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0035.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0063.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0005.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0009.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0072.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0027.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0031.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0042.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0012.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0017.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0091.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0011.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0088.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0079.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0068.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0013.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0008.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0069.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0094.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0020.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0070.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0026.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0014.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0022.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0059.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0038.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0018.jpg,1,002.american-flag
data/raw/caltech256/256_ObjectCategories/002.american-flag/002_0044.jpg,1,002.american-flag
